name,brand,detail,strong,cat1,cat2,wc,ingredients
vetyver-bergamot-1,4711,This relaxing fragrance was inspired by the freshness and purity after a rain shower in the Asian tropics  from where the earthy sweet grass vetiver has its origin. Intertwined with refreshing bergamot  it reflects the awe-inspiring power and beauty of Mother Nature  which harmonizes body and spirit.,,WOODY,CITRUS,Woods Crisp Citrus,"['Bergamot', 'Vetiver', 'Green Leaves', 'Lime', 'Sequoia', 'Pink Pepper', 'Green Apple', 'Amber', 'Peony', 'Rose Tea']"
beeswax,Demeter Fragrance Library,The intoxicating aroma of wax  honey and flower pollen is an irresistible call to the good life.,,FLORAL,AMBERY (ORIENTAL),Floral Amber Crisp Gourmand,"['Beeswax', 'Honey', 'Pollen']"
wild-herbs-and-tonka-bean-eau-fraiche,Bespoke London,A sophisticated scent for the elegant man who appreciates the finer things in life.,,AMBERY (ORIENTAL),CITRUS,Amber Fresher,"['Tonka Bean', 'Cocoa', 'Rosemary', 'Lime', 'Cardamom', 'Geranium', 'Ginger', 'Nutmeg', 'Clary Sage', 'Sandalwood']"
lavande-1,Molinard,All the spirit of Provence in bright  invigorating notes of lavender.,Eau de Toilette,AROMATIC FOUGERE,WOODY,Aromatic Fougère Rich,"['Lavender', 'Lavandin', 'Clary Sage', 'Benzoin', 'Musk', 'Tonka Bean', 'Ciste Labdanum', 'Patchouli']"
bvlgari-pour-homme-eau-de-parfum,Bulgari,Bvlgari pour Homme Eau de Parfum is a harmonious and refined fragrance embodying the perfect balance between the great outdoors and home comfort.,,WOODY,CITRUS,Woods Crisp,"['Guaiac Wood', 'Tea (Darjeeling)', 'Musk', 'Ginger', 'Ambrette Seed', 'Tea (Ceylon)']"
pink-grapefruit-2,The Body Shop,Add a little zing to your life with this refreshing and bright eau de toilette.,,CITRUS,GREEN,Citrus Crisp,['Grapefruit']
abscond,Kolmaz,Reveal your masculinity  strength  and the courage hidden deep inside you with Abscond. A fragrance brimming with masculinity.,,AROMATIC FOUGERE,AROMATIC FOUGERE,Aromatic Fougère Fresher Aromatic,"['Aromatic Notes', 'Herbs ']"
pink-lemonade,Demeter Fragrance Library,Demeter's Pink Lemonade Pick-Me-Up cologne spray captures perfectly that lemony burst of crispness and coolness whenever and wherever you crave it.,,CITRUS,CITRUS,Citrus Fresher,"['Lemon', 'Pomegranate', 'Sugar']"
alchemists-iris-1,O Boticário,Bring luxury wherever you go with Alchemists Iris. Get ready to smell delicate with this masterpiece by Natalie Cetto.,,FLORAL,ALDEHYDIC,Soft Floral Crisp Iris,"['Iris / Orris', 'Bergamot', 'Musk', 'Floral Notes', 'Lavender', 'Rosemary', 'Amber', 'Vanilla']"
coffee-break-golden-green,Xerjoff,Available exclusively online  this intriguing scent is part of the Coffee Break collection: a unique tribute to the ancient coffee trade. Golden Green centres on the purity of un-roasted raw green coffee beans  for a truly energising aroma.,,WOODY,AMBERY (ORIENTAL),Woody Amber Fresher Green,"['Ciste Labdanum', 'Coffee', 'Pink Pepper', 'Ambergris', 'Cedarwood', 'Cypriol / Nagarmota', 'Vetiver', 'Incense / Olibanum', 'Cardamom', 'Juniper Berries', 'Leather', 'Musk', 'Nutmeg']"
patchouli-de-minuit-2019,Givenchy,Patchouli de Minuit is subtle  yet intense with surprising nuances. Simply stunning.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Patchouli', 'Benzoin', 'Rose', 'Cashmeran (Woody musky)', 'Davana', 'Incense / Olibanum', 'Lavender', 'Tonka Bean', 'Saffron']"
arsene-lupin-voyou,Guerlain,Created by perfumer Jean-Paul Guerlain who no doubt identifies with Arsène Lupin  a great seducer of women  but also a man of the shadows  like perfumers for the most part are or prefer to be.,,WOODY,WOODY,Dry Woods Classical,"['Clove', 'Lemon Tree', 'Sandalwood', 'Cardamom', 'Clary Sage', 'Rose (Bulgaria)', 'Artemisia', 'Benzoin', 'Bergamot', 'Bitter Orange', 'Ciste Labdanum', 'Coriander', 'Musk', 'Patchouli']"
fleur-de-peony,Aerin,“I have always loved peonies. These beautiful flowers add a celebratory touch to any occasion. We used the pale pink peony on my wedding day for both the ceremony and magical dinner. The flower holds many special memories for me that I will never forget.” Aerin Lauder.,Eau de Parfum,FLORAL,CITRUS,Floral Fresher Citrus,"['Peony', 'Lychee', 'Sandalwood', 'Cyclamen', 'Jasmine', 'Mandarin', 'Pomelo', 'Musk', 'Ambrox (Ambergris)']"
violette-in-love-1,Nicolaï,Violette in Love is a fresh  modern and shimmering fragrance. A beautiful interpretation of violets.,,FLORAL,CITRUS,Floral Fresher Green,"['Iris / Orris', 'Violet', 'Rose (Turkey)', 'Musk', 'Blackcurrant Bud', 'Lemon', 'Coriander', 'Pink Pepper', 'Raspberry', 'Black Pepper']"
fiery-pink-pepper-eau-de-parfum-1,Molton Brown,The imposing peaks of Piton de La Fournaise stand proud as a fiery frame. A kick of effervescent spices pepper the searing hot air. Leather redolent osmanthus blooms boldly accent vivid fuchsia facades. Escape to a land of soul-stirring vistas.,Eau de Parfum,WOODY,CITRUS,Woods Fresher Citrus,"['Osmanthus', 'Patchouli', 'Pink Pepper', 'Cedarwood', 'Tangerine', 'Ciste Labdanum', 'Ginger', 'Jasmine', 'Lily Of The Valley', 'Musk', 'Oakmoss']"
vetiver-5,Commodity,"""For me  being a perfumer is like being a cook or a painter. Taking ingredients and making your own recipe  your own creation. I was about 16 years old when I first smelled vetiver  and it has been one of my favourite raw materials ever since "" Caroline Sabas  perfumer.",Eau de Parfum,WOODY,FRUITY,Woods Crisp Fruity,"['Vetiver (Haiti)', 'Blackberry Blossom', 'Jasmine', 'Apple', 'Cedarwood', 'Sandalwood (Australia)', 'Petalia (Rose Petal)', 'Patchouli', 'Sampaguita flower']"
moon-sigh-1,Atl. Oblique,The body tingles. The eyes  wide open. We enter a dreamlike world of fleeting shadows while mellow sounds caress our senses. This is a fragrance that makes you wanter on the rim between illusion and reality. Moon Sigh is like a flood of emotions exhaled as a deep sigh into the night sky. Solemn and beautifully melancholic like the full moon at night.,,CHYPRE,FLORAL,Mossy Woods Classical,"['Patchouli', 'Coffee', 'Geranium', 'Floral Notes', 'Moss', 'Papyrus', 'Bergamot', 'Elemi', 'Leather', 'Rosemary', 'Vetiver', 'Pine Needles']"
vanille-galante-1,Hermès,"""An invitation to rediscover another vanilla  unusual  complex and paradoxical  like a fragile plant after a long winter  waiting to bloom again  all the more unexpectedly. The fragrance of a strange flower  light as a trade wind  floating under our nostrils with hints of spices  cognac and smoky wood  somewhere between petals and cigars  leather and cocoa"". Jean-Claude Ellena  perfumer.",Eau de Toilette,AMBERY (ORIENTAL),FLORAL,Soft Amber Crisp White Flower,"['Vanilla', 'Bergamot', 'Lily', 'Ylang-ylang']"
rose-infernale,By Terry,Exhilarating  pure  sensual and self-confident  Rose Infernale is both elegant and bewitching. This futuristic  incandescent and Oriental floral blend is smoky  captivating and voluptuously piquant  exuding the luxury of cashmere and the appeal of bronze shimmered crimson.,Eau de Parfum,AMBERY (ORIENTAL),FLORAL,Soft Amber Classical,"['Rose (Turkey)', 'Incense / Olibanum', 'Vetiver (Haiti)', 'Nutmeg']"
yuzu-man,Caron,Yuzu Man is an ode to the emblematic citrus fruit from Japan  enhancing its fresh and sparkling notes. A true invitation to travel.,Eau de Toilette,CITRUS,GREEN,Citrus Crisp,"['Yuzu', 'Basil (Indonesia)', 'Sandalwood (Australia)', 'Verbena', 'Lentisk', 'Ciste Labdanum', 'Fig']"
moonlight-patchouli,Van Cleef & Arpels,An ode to patchouli  an iconic ingredient in the world of fragrances. An exceptional perfume created between light and shadow. A moment of mystery  a shared perfume created to echo the poetic vision of the moon illuminating the night with its halo.,Eau de Parfum,CHYPRE,FLORAL,Mossy Woods Classical,"['Patchouli', 'Rose (Bulgaria)', 'Iris / Orris', 'Bergamot', 'Suede']"
fiery-pink-pepper-eau-de-toilette-1,Molton Brown,A humid dusk on the descent of Cirque de Salazie. Jewelled birds of paradise flaunt across warm air. The scent of crushed sweet spices drift over colourful rooftops. Entice curiosity with aromatic adventure.,Eau de Toilette,WOODY,CITRUS,Woods Fresher Citrus,"['Ginger', 'Patchouli', 'Pink Pepper', 'Rose', 'Cedarwood', 'Tangerine', 'Elemi', 'Freesia', 'Jasmine', 'Nutmeg', 'Oakmoss']"
escentric-01-1,Escentric Molecules,"""I wanted to create something unconventional  not too perfumistic  something for my friends who said they didn't like fragrances "" Geza Schoen  perfumer.",,WOODY,CITRUS,Woods Crisp Citrus,"['Iso E Super (Cedarwood Note)', 'Pink Pepper', 'Hedione (light Jasmine)', 'Lime', 'Aldehyde', 'Incense / Olibanum', 'Iris / Orris', 'Lentisk', 'Muscone (Musk)']"
sugar-plum-1,Demeter Fragrance Library,"""While visions of sugar plums danced in their heads""  de Clement Clark Moore  ""A Visit from St. Nicholas""  también conocida como ""Twas the Night Before Christmas"" (1823).",,FLORAL,FRUITY,Fruity Crisp Gourmand,"['Plum', 'Sugar', 'Musk', 'Cranberry', 'Cyclamen', 'Jasmine', 'Peach', 'Rose', 'Strawberry', 'Vanilla', 'Woody Notes']"
imperial-jasmine,Yardley,A majestic English garden where the south-facing stone wall is clothed in a blanket of delicate white jasmine. Bathed in shimmering moonlight  they mysteriously release their sweet scent into the cool summer air. They are carefully gathered in the evening as their petals burst with intoxicating aroma to create one of Yardley's most distinctive and powerful fragrances.,,FLORAL,FLORAL,Floral Classical Jasmine,"['Jasmine', 'Bergamot', 'Orange Blossom', 'Patchouli', 'Rose', 'Honey', 'Mandarin', 'Musk', 'Neroli']"
iris-rose,E.Coudray,Iris Rose expresses the very essence of E.Coudray  exclusively and with absolute femininity. The key to entering this precious  sweet and tender world of luxurious fantasy and delight is the infinite delicacy with which is dedicated to beauty since 1822.,,FLORAL,ALDEHYDIC,Soft Floral Fresher Iris,"['Iris / Orris', 'Rose (Bulgaria)', 'Heliotrope', 'Ciste Labdanum', 'Musk', 'Patchouli', 'Tonka Bean', 'Vanilla', 'Violet Leaves', 'Woody Notes']"
sel-de-vetiver,The Different Company,Sel de Vétiver expresses the spontaneity  changeability  and softness of nature that is both unexpected and fresh. In the same way as a poem written by Baudelaire  this fragrance evokes “wet suns”  the mysteries of nature  rare flowers emitting luxurious scents.,Eau de Parfum,WOODY,WOODY,Woods Classical,"['Vetiver (Haiti)', 'Grapefruit', 'Sea Water', 'Geranium', 'Patchouli', 'Lovage', 'Cardamom', 'Iris / Orris', 'Ylang-ylang']"
black-orchid-eau-de-parfum,Tom Ford,A luxurious and sensual fragrance  Black Orchid  with its rich dark accords and seductive potion of black orchids and spices  is both modern and timeless.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Citrus Fruity,"['Orchid', 'Patchouli', 'Incense / Olibanum', 'Sandalwood', 'Ylang-ylang', 'Bergamot', 'Blackcurrant Bud', 'Balsamic Notes', 'Lotus', 'Vanilla', 'Vetiver', 'Gourmand Accord', 'Truffle']"
fresh-citrus-and-vetiver-eau-fraiche,Bespoke London,An energising  unforgettable scent for the confident man.,,WOODY,CITRUS,Woods Fresher,"['Dry Woods', 'Vetiver', 'Mandarin', 'Amber', 'Apple', 'Ginger', 'Lavender', 'Musk', 'Patchouli', 'Black Pepper']"
rosabotanica-1,Balenciaga,Rosabotanica by Balenciaga is a symphony of scents  fresh and bright  with a spicy and luminous character. It is a decidedly modern  feminine and sexy fragrance  designed to be worn like a second skin. The Rosabotanica woman exudes a natural radiance  an aura that captures the attention and captivates those around her.,,FLORAL,FLORAL,Floral Crisp Rose,"['Rose', 'Green Notes', 'Hyacinth', 'Patchouli', 'Fig Leaf', 'Petitgrain', 'Amber', 'Cardamom', 'Cedarwood', 'Grapefruit', 'Pink Pepper', 'Vetiver', 'Woody Notes']"
cedar-grapefruit-1,Boitown,An invigorating scent to refresh the body and the soul.,,WOODY,CITRUS,Woods Fresher Citrus,"['Cedarwood', 'Grapefruit']"
yuzu-marmalade-1,The Library of Fragrance,Our travels to the Republic of South Korea exposed us to this traditional Korean treat. The gift of a homemade batch inspired us to make this fragrance.,,CITRUS,GREEN,Citrus Crisp,"['Marmalade', 'Yuzu']"
ambergris,The Library of Fragrance,True ambergris is a whale by-product and currently worth over $5 000 per pound. Our Ambergris is synthetic  but still maintains much of that animalistic musk  so unique to the original. Warm  earthy and spicy.,,AMBERY (ORIENTAL),FLORAL,Soft Amber Classical,"['Ambergris', 'Vanilla']"
tabarome-millesime,Creed,With the essence of success in every drop  Tabarome Millésime is a fragrance for men who aspire to be leaders. In the aristocratic British tradition of fine brandy and high quality cigars  this blend is an avant-garde take on a classic favourite. The name Tabarome honours the hint of the finest tobacco aroma that gives this fragrance its English club luxury.,Eau de Parfum,WOODY,TOBACCO,Woody Amber Crisp,"['Tobacco Leaf', 'Ginger', 'Mandarin', 'Sandalwood', 'Vetiver', 'Bergamot', 'Lemon', 'Jasmine', 'Musk', 'Tea']"
oud-nejma-4,Nejma,The fourth daughter of Nejma  Four offers all the freshness of an opening that is both floral and fruity. Its heart is a gentle symphony of fragrant flowers that stretch slowly out with a more woody base notes that gravitate majestically around the Oud.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Fruity,"['Oud / Agarwood', 'Peach', 'Ylang-ylang', 'Sandalwood', 'Bergamot', 'Ciste Labdanum', 'Geranium', 'Jasmine', 'Narcissus', 'Patchouli', 'Rose (Turkey)']"
embruns-dylang-2021,Guerlain,"""This fragrance trail transports you to the sumptuous beaches of the Comoro Islands  combining luminous  spicy-floral ylang-ylang and a salty  iodine-tinged facet that makes you dream of elsewhere "" Thierry Wasser  Perfumer.",,FLORAL,FLORAL,Floral Classical Bouquet,"['Ylang-ylang', 'Patchouli', 'Salty', 'Jasmine (Sambac)', 'Clove', 'Vanilla']"
vetiverve,ArteOlfatto,An exciting fragrance  a lively symphony where all the notes blend harmoniously.,,WOODY,CITRUS,Woods Crisp Citrus,"['Vetiver (Haiti)', 'Bitter Orange', 'Sandalwood', 'Bergamot', 'Clove', 'Musk', 'Myrrh', 'Oakmoss', 'Pink Pepper']"
oud-imperial-extrait-1,Perris Monte Carlo,Experience Oud Imperial in its purest form. Subtle touches differentiate the extrait from its eau de parfum and bring forth an unmatched intensity and depth  making the original scent richer  more opulent and utterly captivating.,,WOODY,AMBERY (ORIENTAL),Woody Amber Classical,"['Oud / Agarwood', 'Incense / Olibanum', 'Patchouli', 'Cedarwood', 'Cypriol / Nagarmota', 'Gurjum Balsam', 'Sandalwood', 'Vetiver (Java)', 'Ambrarome', 'Ciste Labdanum', 'Styrax', 'Birch']"
la-violette,Goutal,For some  it’s the soothing smell of the candies that their grandmother used to give them when they were children. For others  it’s a sweet  gentle flower. For Camille Goutal  it’s also the name of her grandfather’s home in Aveyron and the smell of his candy shop. A childhood memory that  enhanced with a touch of rose  reveals an elegant  delicious violet.,Eau de Toilette,FLORAL,CITRUS,Floral Fresher Violet,"['Violet', 'Rose (Turkey)', 'Violet Leaves', 'Raspberry']"
patchouli-absolu,Tom Ford,The ultimate modern patchouli: a hypnotic depth with facets of dark mystery.Tom Ford reinvents one of his most beloved perfumery ingredients  patchouli  in a visionary fragrance of alluring depth.,Eau de Parfum,LEATHER,AMBERY (ORIENTAL),Dry Woods Rich,"['Patchouli', 'Leather', 'Amber', 'Tonka Bean', 'Musk', 'Bay', 'Cashmeran (Woody musky)', 'Clearwood (Patchouli note)', 'Cypriol / Nagarmota', 'Moss', 'Rosemary', 'Woody Notes']"
gardenia-cardamom,Banana Republic,The sweet scent of freshly-cut white flowers inspired our perfumer to create this elegant bouquet. The perfect balance of both beauty and warmth.,Eau de Parfum,FLORAL,CITRUS,Floral Fresher White Flower,"['Gardenia', 'Jasmine', 'Cardamom', 'Carnation', 'Magnolia', 'Rose', 'Tuberose', 'Ylang-ylang', 'Mandarin', 'Amber', 'Driftwood']"
signature-generation-for-him-1,Oriflame,Celebrate the special bond between father and child with Signature Generation for Him  the scent to inspire the next generation.,,WOODY,CITRUS,Woods Crisp,"['Vetiver', 'Pink Pepper', 'Iris / Orris', 'Cedarwood', 'Lemon', 'Elemi', 'Oakmoss', 'Rhubarb', 'Clary Sage']"
divine-oud-1,Roberto Cavalli,The rich golden light of the setting sun filters through the brocade curtains  illuminating the palazzo's secret room. It is filled with hidden treasures  precious artifacts and curiosities from the world over. Among these riches  a sextet of dark flasks bearing a golden monogram.,Eau de Parfum,WOODY,AMBERY (ORIENTAL),Woody Amber Crisp Fruity,"['Oud / Agarwood', 'Raspberry', 'Rose', 'Violet']"
note-de-yuzu,Heeley,A collaboration between Maison Kitsuné and Heeley Pafums - an eclectic mix of electronic pop  fashion and a multi-cultural blend of English  French and Japanese notes - resulting in an irresistible  unisex scent.,Eau de Parfum,CITRUS,WATERY,Water Fresher,"['Yuzu', 'Sea Water', 'Musk', 'Grapefruit', 'Mandarin', 'Seaweed / Algae', 'Vetiver (Haiti)']"
velvet-amber-sun-1,Dolce & Gabbana,Celebrating the rich Arabic heritage of Sicily  the potent amber accord of this scent is illuminated with a striking blend of gold-hued ingredients. This modern interpretation of the precious amber accord is a tribute to Oriental perfumery.,,AMBERY (ORIENTAL),FLORAL,Soft Amber Classical,"['Amber', 'Incense / Olibanum', 'Sandalwood', 'Ciste Labdanum', 'Vanilla', 'Smoke', 'Ylang-ylang', 'Oud / Agarwood', 'Patchouli']"
